0
" Yenepoya University, Mangalore "
" North-Eastern Hill University - [NEHU], Shillong "
" DAV University, Jalandhar "
" ICFAI University, West Tripura "
" Starex University, Gurgaon "
" Tantia University, Sriganganagar "
" RK University - [RKU], Rajkot "
" Pacific University, Udaipur "
" ICFAI University, Dehradun "
" Medi-Caps University, Indore "
" GNA University, Phagwara "
" The Neotia University - [TNU], Kolkata "
" Sai Nath University, Ranchi "
" Chaudhary Charan Singh National Institute of Agricultural Marketing - [NIAM], Jaipur "
" Gian Jyoti Institute of Management and Technology - [GJIMT], Mohali "
" Karunya Institute of Technology and Sciences - [Karunya Deemed University], Coimbatore "
" IPS Academy, Indore "
" Jagannath International Management School - [JIMS] Vasant Kunj, New Delhi "
" Dr. C.V. Raman University - [CVRU], Bilaspur "
" Adesh University, Bathinda "
" Goenka College of Commerce and Business Administration, Kolkata "
" GEMS B School - [GEMS], Bangalore "
" ICFAI Business School - [IBS], Pune "
" Indian School of Business - [ISB], Mohali "
" Sumandeep Vidyapeeth, Vadodara "
" Maharishi Markandeshwar - [MMU], Solan "
" Indian Institute of Foreign Trade - [IIFT], Kolkata "
" Great Lakes Institute of Management - [GLIM], Gurgaon "
" Jagran Lakecity University - [JLU], Bhopal "
" MotherHood University, Roorkee "
" Narsee Monjee Institute of Management Studies -[NMIMS Deemed to be University], Indore "
" GEMS B School - [GEMS], Tirupati "
" Symbiosis Institute of Business management - [SIBM], Nagpur "
" Arka Jain University, Jamshedpur "
" Himgiri Zee University - [HZU], Dehradun "
" Vivekananda Global University - [VGU], Jaipur "
" Shri Ramswaroop Memorial University - [SRMU], Lucknow "
" Amity University, Ranchi "
" Swami Vivekanand University, Sagar "
" Atmiya University, Rajkot "
" Siddaganga Institute of Technology - [SIT], Tumkur "
" Regional Group of Institutions - [RGI], Gurgaon "
" Bharati Vidyapeeth Deemed University - [BVDU], Pune "
" Geetanjali University - [GU], Udaipur "
" KLE Technological University, Hubli "
" Aakson Institute for Management Studies - [AIMS], Bangalore "
" Ahmedabad Management Association, Ahmedabad "
" B K School of Business Management, Ahmedabad "
" International School of Management Excellence -
 [ISME], Bangalore "
" Institute of Professional Education and Research - [IPER], Bhopal "
" Jharkhand Rai University - [JRU], Ranchi "
" SRM University Sikkim, Gangtok "
" Institute of Management Studies, Devi Ahilya Vishwavidyalaya - [IMS-DAVV], Indore "
" Symbiosis International University - [SIUB], Bangalore "
" LNCT University - [LNCTU], Bhopal "
" Globsyn Business School - [GBS], Kolkata "
" C. U. Shah University, Wadhwan "
" Symbiosis Centre for Management Studies - [SCMS], Pune "
" Asia Pacific Institute of Management - [APIM], Ahmedabad "
" International Institute of Import & Export Management - [IIIEM], Ahmedabad "
" Shridhar University, Pilani "
" P.P. Savani University, Surat "
" VIT University - [VIT- AP], Guntur "
" Usha Martin University - [UMU], Ranchi "
" Anugrah Narayan College - [ANC], Patna "
" Cambridge Institute of Technology - [CIT], Ranchi "
" JaganNath Institute of Management Sciences - [JIMS], New Delhi "
" Gitarattan International Business School- [GIBS], New Delhi "
" Indian Institute of Tourism and Travel Management - [IITTM], Gwalior "
" Institute of Marketing & Management  - [IMM], New Delhi "
" Modern Vidya Niketan - [MVN University], Palwal "
" Institute of Advanced Studies in Education - [IASE University], Sardarshahr "
" Jayoti Vidyapeeth Women's University - [JVWU], Jaipur "
" SDA Bocconi Asia Center, Mumbai "
" RNB Global University - [RNBGU], Bikaner "
" Maharaja Agrasen Institute of Managment studies - [MAIMS], New Delhi "
" Athena School of Management, Mumbai "
" National Institute of Construction Management and Research - [NICMAR], Hyderabad "
" National Academy of Event Management & Development- [NAEMD], Mumbai "
" K.S School of Business Management- [KSSBM], Ahmedabad "
" Apex University, Jaipur "
" International Institute of Sports Management - [IISM], Mumbai "
" ISME School of Management & Entrepreneurship - [ISME], Mumbai "
" Dharmsinh Desai University - [DDU], Nadiad "
" Arni University, Kangra "
" Bahra University - [BU], Solan "
" Sangam University - [SU], Bhilwara "
" Shri Venkateshwara University - [SVU], Amroha "
" Amity University, Greater Noida "
" Sandip University, Nashik "
" IIMT University - [IIMTU], Meerut "
" Sharnbasva university, Gulbarga "
" JSS Science and Technology University -[JSSSTU], Mysore "
" Amity University, Lucknow "
" RP Sharma Institute of Technology, Patna "
" NM Institute of Engineering and Technology - [NMIET], Bhubaneswar "
" Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon "
" Sri Venkateswara University - [SVU], Tirupati "
" Assam Down Town University - [ADTU], Guwahati "
" Bhai Parmanand Institute of Business Studies - [BPIBS], New Delhi "
" EMPI Business School, New Delhi "
" School of Management Sciences - [SMS], Varanasi "
" Shanti Business School - [SBS], Ahmedabad "
" Eternal University - [EU], Sirmaur "
" Vinayaka Missions Sikkim University - [VMSU], Gangtok "
" Swami Rama Himalayan University - [SRHU], Dehradun "
" Srinivas University, Mangalore "
" Vishwa Vishwani Institute of Systems and Management - [VVISM], Hyderabad "
" Seacom Skills University - [SSU], Birbhum "
" National Institute of Event Management - [NIEM], Mumbai "
" Adichunchanagiri University - [ACU], Mandya "
" Sant Baba Bhag Singh University - [SBBU], Jalandhar "
" Abhilashi University - [AU], Mandi "
" Bhagwant University, Ajmer "
" ICFAI University, Jaipur "
" M.S. Ramaiah University of Applied Sciences - [MSRUAS], Bangalore "
" SRM University, Amaravathi "
" University of Technology - [UOT], Jaipur "
" CT University - [CTU], Ludhiana "
" Bhabha University - [BU], Bhopal "
" Sardar Patel University - [SPUBGT], Balaghat "
" CT Institute of Management and Information Technology - [CTIMIT], Jalandhar "
" International Institute of Professional Studies - [IIPS], Indore "
" Adani Institute of Infrastructure Management - [AIIM], Ahmedabad "
" Army Institute of Management - [AIMK], Kolkata "
" Bengal Institute of Business Studies - [BIBS], Kolkata "
" International Institute of Health Management Research - [IIHMR], New Delhi "
" University of Delhi, Department of Financial Studies - [DFS], New Delhi "
" Narayana Business School - [NBS], Ahmedabad "
" National Institute of Financial Management - [NIFM], Faridabad "
" Institute of Insurance and Risk Management - [IIRM], Hyderabad "
" GIBS B School, Bangalore "
" International School of Management Studies - [ISMS], Pune "
" Department of Business Administration, Tezpur University, Tezpur "
" Don Bosco School of Management - [DBSOM], Bangalore "
" Netaji Subhas University - [NSU], Jamshedpur "
" Indian Institute of Management, Lucknow (Noida Campus), Noida "
" Arunodaya University, Itanagar "
" Rajiv Gandhi National Aviation University - [RGNAU], Amethi "
" Manav Rachna University - [MRU], Faridabad "
" Ansal University- [AU], Gurgaon "
" Career Point University - [CPU], Kota "
" Rai Technology University - [RTU], Bangalore "
" Indian Maritime University - [IMU], Kolkata "
" Rai University - [RU], Ahmedabad "
" William Carey University - [WCU], Shillong "
" Shri Krishna University - [SKU], Chhatarpur "
" Shri Guru Ram Rai University - [SGRR], Dehradun "
" Maharaja Agrasen Institute of Management and Technology - [MAIMT], Yamuna Nagar "
" IIMT Engineering College, Meerut "
" Ajay Binay Institute of Technology - [ABIT], Cuttack "
" Park's College, Tiruppur "
" Indian Institute of Management and Commerce - [IIMC], Hyderabad "
" People's University, Bhopal "
" Mahatma Gandhi University - [MGU], Ri-Bhoi "
" IPS Business School, Jaipur "
" Institute of Business Management and Research -[IBMR], Pune "
" Kohinoor Business School -  [KBS], Mumbai "
" Rajagiri Business School - [RBS], Kochi "
" Thakur Institute of Management Studies and Research - [TIMSR], Mumbai "
" G D Goenka University - [GDGU], Gurgaon "
" NIILM University, Kaithal "
" IEC University Baddi - [ICEU], Solan "
" Jagdishprasad Jhabarmal Tibrewala University - [JJTU], Jhunjhunu "
" Chennai Business School - [CBS], Chennai "
" MYRA School of Business - [MYRA], Mysore "
" Maulana Azad University, Jodhpur "
" Himalayan University - [HU], Itanagar "
" School of Inspired Leadership - [SOIL], Gurgaon "
" Institute of Management Development and Research - [IMDR], Pune "
" Assam Women's University, Jorhat "
" Xavier Institute of Management and Entrepreneurship - [XIME], Chennai "
" St.Joseph University, Dimapur "
" Rishihood University, Sonepat "
" The Heritage Academy - [THA], Kolkata "
" Radha Govind University - [RGU], Ramgarh "
" National Institute of Management - [NIM], Durgapur "
" ITM SLS Baroda University, Vadodara "
" Siksha 'O' Anusandhan University - [SOA], Bhubaneswar "
" Shobhit University, Gangoh "
" Maharishi University of Information Technology - [MUIT], Lucknow "
" Jaypee University Anoopshahr, Bulandshahr "
" Sarala Birla University - [SBU], Ranchi "
" Faculty of Management, Builders Engineering College, Tiruppur "
" Roorkee College of Management and Computer Application - [RCM], Dehradun "
" Vinayaka Missions University - [VMU], Salem "
" Career Point University - [CPU], Hamirpur "
" Sri Sai University - [SSU], Palampur "
" Sri Guru Granth Sahib World University - [SGGSWU], Fatehgarh Sahib "
" Maharishi Arvind University - [MAU], Jaipur "
" Era University - [EU], Lucknow "
" Bareilly International University - [BIU], Bareilly "
" Gopal Narayan Singh University - [GNSU], Sasaram "
" Shyam University, Dausa "
" MET's Institute of Management, Nashik "
" Sir Padampat Singhania University - [SPSU], Udaipur "
" Pratap University - [PU], Jaipur "
" OP Jindal University - [OPJU], Raigarh "
" Hierank Business School - [HBS], Noida "
" Arcade Business College, Patna "
" Assam Institute of Management- [ AIM ], Guwahati "
" HLM Business School, Ghaziabad "
" Jansons School of Business - [JSB], Coimbatore "
" Sherwood College of Management - [SCM], Lucknow "
" Catalyst Institute of Management and Advance Global Excellence - [CIMAGE], Patna "
" Institute of Health Management Research - [IIHMR], Bangalore "
" MET Institute of Management - [MET IOM], Mumbai "
" National Academy of Event Management and Development- [NAEMD], Jaipur "
" IIBM Institute of Business Management, Meerut "
" Inspiria Knowledge Campus, Siliguri "
" NTPC School of Business - [NSB], Noida "
" Mewar Institute of Management, Ghaziabad "
" Sri Aurobindo College of Commerce and Management, Ludhiana "
" Albertian Institute of Management- [AIM], Cochin "
" BM College of Management and Research - [BMCMR], Indore "
" Hyderabad School of Business - [HSB], Hyderabad "
" ICFAI Business School - [IBS], Jaipur "
" ICFAI Business School - [IBS], Ahmedabad "
" Indian Institute of Finance - [IIF], Greater Noida "
" Indira School of Business Studies - [ISBS], Pune "
" Indian Institute of Business Management - [IIBM], Patna "
" St Joseph's Institute of Management - [SJIM], Bangalore "
" School Of Management Sciences - [SMS], Lucknow "
" SSN School of Management - [SOM], Chennai "
" St. Francis Institute of Management and Research - [SFIMAR], Mumbai "
" Institute of Management, Christ University - [IMCU], Bangalore "
" Himachal Pradesh University Business School - [HPUBS], Shimla "
" LM Thapar School of Management - [LMTSM], Chandigarh "
" Global Institute of Management - [GIM], Amritsar "
" Tirpude Institute of Management Education - [TIME], Nagpur "
" Vedica Scholars Programme for Women - [VSPW], New Delhi "
" Regional College of Management - [RCM], Bangalore "
" Institute of Management Studies, Ranchi University - [IMS], Ranchi "
" BSE Institute Limited - [BIL], Mumbai "
" National Academy of Sports Management - [NASM], Mumbai "
" Central Institute of Management and Technology - [CIMT], Lucknow "
" Maulana Azad National Institute of Technology  - [MANIT], Bhopal "
" Rajasthan Institute of Engineering and Technology - [RIET], Jaipur "
" Modern Engineering and Management Studies - [MEMS], Baleswar "
" Rungta College of Engineering and Technology - [RCET], Bhilai "
" Andhra Mahila Sabha School of Informatics - [AMSSOI], Hyderabad "
" Arya Institute of Engineering and Technology - [AIET], Jaipur "
" Institute of Management and Technology - [IMT], Faridabad "
" Indian School of Business Management and Administration - [ISBM], Bangalore "
" Pioneer Institute of Professional Studies - [PIPS], Indore "
" Aegis School of Business and Telecommunication, Mumbai "
" Banarsidas Chandiwala Institute of Professional Studies - [BCIPS], New Delhi "
" Bharatiya Vidya Bhavan's Usha and Lakshmi Mittal Institute of Management - [BULMIM], New Delhi "
" Chandragupt Institute of Management - [CIMP], Patna "
" Garware Institute of Career Education and Development - [GICED], Mumbai "
" Jaypee Business School - [JBS], Noida "
" L J Institute of Business Administration, Ahmedabad "
" MITCON Institute of Management, Pune "
" Sambhram Academy of Management Studies - [SAMS], Bangalore "
